"Id,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender"
"1979,Medium,Medium,No,4,Low,Yes,Medium,Medium,Public,Negative,3,No,High School,Female"
"1980,Medium,Medium,Yes,9,Medium,Yes,Low,High,Private,Neutral,4,No,Postgraduate,Male"
"1981,Low,Low,No,10,Medium,Yes,Low,Medium,Private,Negative,3,No,College,Female"
"1982,Medium,Low,Yes,9,Medium,Yes,Medium,High,Public,Positive,2,No,High School,Male"
"1983,High,Low,No,9,Low,Yes,Medium,Medium,Public,Neutral,2,No,High School,Female"
"1984,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Neutral,3,No,College,Female"
"1985,High,Medium,Yes,6,High,Yes,Medium,High,Public,Positive,3,No,College,Male"
"1986,Medium,Low,Yes,7,High,Yes,High,High,Private,Positive,4,No,College,Female"
"1987,High,Medium,No,8,Medium,Yes,High,Low,Private,Positive,3,No,High School,Female"
"1988,High,Medium,No,8,Medium,Yes,Medium,Medium,Public,Negative,2,No,High School,Male"
"1989,High,Low,No,6,Medium,Yes,Low,Medium,Public,Positive,4,No,High School,Male"
"1990,High,Medium,Yes,6,Medium,Yes,Medium,Medium,Private,Negative,3,No,Postgraduate,Male"
"1991,Medium,High,Yes,5,Low,Yes,Low,Medium,Public,Negative,1,No,College,Male"
"1992,High,Medium,Yes,8,Medium,Yes,High,Medium,Public,Positive,3,No,High School,Female"
"1993,Medium,Medium,No,6,High,Yes,Low,Medium,Private,Neutral,2,No,High School,Female"
"1994,High,Low,No,7,Medium,Yes,High,Medium,Public,Neutral,1,No,High School,Male"
"1995,Low,High,Yes,10,Low,Yes,High,High,Public,Negative,3,No,High School,Male"
"1996,Medium,High,No,8,High,Yes,Medium,High,Public,Neutral,2,No,High School,Male"
"1997,High,Medium,No,7,Medium,No,Low,Medium,Private,Neutral,4,No,High School,Male"
"1998,Low,Medium,Yes,8,Medium,Yes,Medium,Medium,Private,Neutral,3,No,Postgraduate,Male"
"1999,Medium,Medium,Yes,9,Medium,No,Low,Medium,Public,Negative,3,No,College,Male"
"2000,High,Medium,Yes,5,Medium,Yes,High,Low,Public,Positive,5,No,Postgraduate,Male"
"2001,Medium,Low,No,6,Low,Yes,Low,High,Private,Neutral,3,No,High School,Female"
"2002,Medium,Medium,No,7,Medium,Yes,Medium,Medium,Public,Positive,3,No,High School,Female"
"2003,Medium,Low,No,6,Medium,Yes,Medium,High,Public,Neutral,3,No,Postgraduate,Male"
"2004,Medium,Medium,No,7,Medium,Yes,Low,Medium,Public,Negative,3,No,College,Female"
"2005,Low,High,Yes,5,Low,Yes,Medium,High,Private,Positive,5,No,College,Female"
"2006,Low,Medium,No,8,Medium,Yes,Low,Medium,Public,Negative,2,No,College,Female"
"2007,Low,Low,No,6,Low,Yes,Medium,High,Private,Negative,3,No,High School,Male"
"2008,Medium,Medium,No,7,Medium,Yes,Low,Medium,Public,Neutral,3,Yes,High School,Female"
"2009,Medium,High,Yes,7,Medium,Yes,Low,High,Private,Neutral,4,No,High School,Female"
"2010,High,Low,No,8,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"2011,Medium,Medium,No,4,Medium,No,Medium,Medium,Public,Positive,3,No,High School,Male"
"2012,High,High,No,8,Medium,Yes,Low,High,Private,Negative,3,No,High School,Female"
"2013,Low,Medium,No,7,Medium,Yes,Medium,High,Public,Negative,3,No,College,Female"
"2014,Medium,Medium,Yes,8,High,Yes,Medium,High,Private,Positive,2,No,College,Female"
"2015,Medium,Low,No,5,Low,Yes,Low,Medium,Public,Positive,4,No,College,Female"
"2016,High,High,Yes,8,Medium,Yes,Medium,Low,Public,Positive,2,No,Postgraduate,Female"
"2017,High,High,Yes,9,Medium,Yes,Low,High,Private,Neutral,4,No,College,Male"
"2018,High,High,No,7,Medium,Yes,High,High,Public,Positive,4,No,High School,Male"
"2019,Low,High,Yes,6,High,Yes,Low,Medium,Public,Neutral,1,No,High School,Female"
"2020,High,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"2021,Medium,High,No,8,High,Yes,Medium,Medium,Private,Neutral,3,No,College,Male"
"2022,High,Medium,Yes,8,Low,Yes,Medium,Medium,Public,Neutral,3,No,College,Female"
"2023,Medium,High,No,8,Low,Yes,High,Medium,Private,Negative,3,No,High School,Female"
"2024,Medium,Low,Yes,7,Medium,Yes,High,Medium,Public,Positive,3,No,Postgraduate,Male"
"2025,Low,High,Yes,7,High,Yes,Low,High,Public,Neutral,1,No,High School,Male"
"2026,Medium,Low,Yes,7,Medium,Yes,High,Medium,Public,Neutral,1,No,High School,Male"
"2027,Medium,Low,No,6,Medium,Yes,Low,Medium,Private,Positive,4,No,High School,Male"
"2028,Low,Medium,Yes,8,Medium,Yes,Low,High,Private,Positive,3,No,High School,Female"
"2029,Low,Medium,No,7,High,Yes,Medium,High,Public,Neutral,3,No,Postgraduate,Male"
"2030,High,Low,No,9,Low,Yes,High,Medium,Public,Positive,2,No,High School,Female"
"2031,Medium,High,No,9,Medium,Yes,Medium,Medium,Public,Positive,3,No,Postgraduate,Female"
"2032,High,Medium,Yes,7,Medium,Yes,High,Medium,Public,Negative,2,Yes,College,Female"
"2033,High,High,Yes,8,Medium,Yes,High,Medium,Public,Positive,3,No,Postgraduate,Male"
"2034,High,High,No,6,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"2035,High,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Negative,3,No,College,Male"
"2036,High,Medium,Yes,8,High,Yes,Low,Medium,Private,Positive,3,No,Postgraduate,Male"
"2037,Medium,Low,Yes,5,Medium,Yes,Low,Medium,Public,Positive,3,Yes,College,Female"
"2038,Low,Medium,No,8,Medium,Yes,Medium,Low,Public,Positive,4,No,High School,Male"
"2039,Medium,Medium,Yes,6,Medium,Yes,Low,High,Public,Neutral,4,No,College,Female"
"2040,Medium,Medium,Yes,6,Low,Yes,Low,High,Public,Positive,3,No,High School,Male"
"2041,Low,Medium,No,6,Medium,Yes,Low,Medium,Public,Negative,2,No,High School,Male"
"2042,Medium,Low,No,7,Medium,Yes,High,High,Public,Positive,3,No,Postgraduate,Female"
"2043,Medium,Medium,Yes,5,Medium,Yes,Low,Medium,Private,Neutral,2,No,Postgraduate,Male"
"2044,High,Low,Yes,8,Medium,Yes,Low,High,Public,Positive,4,No,High School,Male"
"2045,Medium,High,Yes,7,High,Yes,Medium,Low,Public,Positive,1,No,Postgraduate,Male"
"2046,Medium,Low,Yes,10,Medium,Yes,High,Low,Public,Negative,3,No,High School,Male"
"2047,Medium,Medium,Yes,7,Medium,No,Medium,Medium,Public,Negative,4,No,High School,Female"
"2048,Medium,Low,Yes,8,Low,Yes,Low,High,Private,Positive,3,No,High School,Male"
"2049,High,High,Yes,6,Low,Yes,Low,Medium,Private,Positive,5,No,High School,Male"
"2050,Low,Medium,Yes,5,Medium,Yes,Medium,High,Public,Neutral,1,No,College,Male"
"2051,Medium,Low,Yes,8,Low,Yes,Low,Medium,Public,Neutral,2,No,High School,Female"
"2052,Medium,Medium,No,5,Medium,Yes,Medium,Medium,Private,Neutral,2,No,High School,Male"
"2053,Medium,High,Yes,8,High,Yes,Low,High,Private,Negative,3,No,High School,Male"
"2054,Medium,High,Yes,10,Medium,Yes,Medium,Low,Public,Neutral,4,No,Postgraduate,Male"
"2055,Medium,Medium,Yes,8,Medium,Yes,Medium,High,Private,Neutral,2,No,High School,Male"
"2056,Medium,High,Yes,8,Low,Yes,Medium,High,Public,Positive,2,No,College,Male"
"2057,Medium,Low,No,7,Low,Yes,High,Medium,Private,Neutral,2,No,High School,Male"
"2058,High,Low,No,6,Low,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Male"
"2059,Medium,Medium,Yes,7,Medium,Yes,Low,,Private,Neutral,2,No,College,Male"
"2060,Medium,Medium,No,6,Medium,Yes,High,Medium,Public,Positive,3,No,High School,Male"
"2061,Medium,High,No,5,Low,Yes,Medium,High,Private,Negative,2,No,Postgraduate,Female"
"2062,Low,High,Yes,7,Medium,Yes,Low,Medium,Private,Neutral,4,No,High School,Female"
"2063,High,Low,Yes,9,Medium,Yes,Medium,Medium,Public,Neutral,3,Yes,High School,Male"
"2064,Medium,Medium,No,5,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"2065,High,Medium,No,9,Medium,Yes,Medium,High,Public,Positive,2,No,Postgraduate,Female"
"2066,Medium,Medium,Yes,9,Low,Yes,Medium,High,Public,Neutral,4,No,High School,Female"
"2067,High,High,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"2068,Medium,High,No,8,Medium,Yes,High,Low,Public,Negative,5,No,Postgraduate,Female"
"2069,Low,Medium,Yes,7,High,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Male"
"2070,Low,Medium,No,7,Low,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"2071,Medium,High,Yes,6,Medium,Yes,Medium,Medium,Public,Neutral,2,No,College,Female"
"2072,Medium,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Neutral,2,No,College,Female"
"2073,Medium,High,Yes,7,Medium,Yes,Medium,Low,Public,Neutral,4,No,Postgraduate,Female"
"2074,High,Low,No,10,Low,Yes,Low,High,Public,Neutral,3,No,College,Male"
"2075,Medium,Medium,Yes,8,Low,Yes,Medium,High,Public,Neutral,4,No,High School,Male"
"2076,Medium,Low,No,7,Medium,Yes,Low,Medium,Public,Positive,2,No,Postgraduate,Female"
"2077,High,Medium,Yes,7,Medium,Yes,Medium,High,Public,Positive,2,No,College,Male"
"2078,Medium,Medium,Yes,6,Medium,Yes,Medium,High,Public,Neutral,2,No,College,Male"
"2079,High,Medium,Yes,6,Medium,Yes,High,Medium,Public,Positive,1,No,High School,Male"
"2080,Medium,High,No,8,Medium,Yes,Medium,Medium,Private,Neutral,3,No,Postgraduate,Male"
"2081,Medium,Medium,No,6,Medium,Yes,Low,High,Public,Negative,4,No,Postgraduate,Male"
"2082,Low,Medium,Yes,6,Low,Yes,Low,High,Public,Negative,4,No,High School,Female"
"2083,High,High,Yes,6,Medium,Yes,Low,Low,Public,Negative,1,No,High School,Female"
"2084,High,High,No,6,Medium,No,Low,Low,Public,Neutral,1,No,High School,Male"
"2085,High,Low,Yes,9,Medium,No,Medium,Medium,Public,Positive,2,No,College,Female"
"2086,Medium,High,Yes,7,Low,Yes,High,Low,Public,Positive,1,No,High School,Male"
"2087,High,High,Yes,7,Low,Yes,Medium,Medium,Public,Negative,4,No,High School,Female"
"2088,Medium,Medium,No,7,Low,Yes,Low,Medium,Public,Positive,3,No,College,Male"
"2089,Medium,Medium,No,7,Low,Yes,Low,Medium,Private,Positive,3,No,High School,Female"
"2090,High,Medium,Yes,6,High,Yes,Low,High,Public,Positive,4,No,College,Female"
"2091,Low,Medium,Yes,5,High,Yes,Low,Medium,Public,Negative,3,No,College,Male"
"2092,Medium,Medium,No,9,Medium,No,Medium,Medium,Public,Neutral,2,Yes,High School,Male"
"2093,Medium,Medium,Yes,8,Low,Yes,Medium,Low,Private,Neutral,2,No,College,Female"
"2094,High,High,Yes,8,High,Yes,High,Medium,Public,Positive,2,Yes,Postgraduate,Male"
"2095,Medium,Medium,Yes,8,Medium,Yes,Medium,High,Public,Positive,3,No,College,Female"
"2096,Medium,Medium,Yes,10,Low,Yes,Low,High,Private,Negative,4,Yes,Postgraduate,Female"
"2097,High,High,No,6,Medium,Yes,Low,Medium,Private,Positive,5,No,Postgraduate,Male"
"2098,Medium,Medium,Yes,5,Medium,Yes,Medium,Medium,Public,Negative,2,No,College,Female"
"2099,Medium,Medium,Yes,8,Low,Yes,Medium,Medium,Public,Negative,4,No,High School,Female"
"2100,Medium,Medium,Yes,5,Low,Yes,Medium,Medium,Private,Positive,2,No,College,Female"
"2101,High,Low,No,7,Medium,Yes,High,Medium,Private,Negative,3,No,High School,Male"
"2102,Low,High,No,7,Low,Yes,Low,Medium,Private,Negative,2,No,College,Male"
"2103,Medium,Medium,Yes,8,Low,No,High,Medium,Private,Negative,3,No,High School,Male"
"2104,Low,High,No,6,Low,Yes,High,High,Public,Negative,4,No,College,Female"
"2105,Medium,Medium,Yes,9,High,Yes,Low,Medium,Public,Negative,4,No,High School,Female"
"2106,Medium,High,No,6,Medium,Yes,Low,Medium,Public,Neutral,1,No,High School,Female"
"2107,Medium,Medium,Yes,8,Medium,Yes,Medium,Medium,Public,Neutral,2,No,Postgraduate,Male"
"2108,Medium,Medium,Yes,6,Medium,Yes,Medium,High,Public,Positive,2,No,High School,Male"
"2109,High,High,Yes,8,Medium,Yes,Medium,Medium,Private,Positive,4,Yes,High School,Female"
"2110,High,Medium,Yes,5,Medium,Yes,Low,High,Private,Neutral,5,No,College,Female"
"2111,High,Medium,No,7,Low,Yes,Medium,Medium,Public,Positive,4,No,College,Female"
"2112,Medium,Low,No,9,Medium,Yes,Medium,Medium,Public,Neutral,2,No,High School,Female"
"2113,Low,Medium,No,7,Low,No,Low,High,Public,Positive,4,No,College,Female"
"2114,Medium,High,Yes,9,Medium,Yes,Medium,Medium,Public,Negative,3,No,High School,Female"
"2115,High,High,No,7,High,Yes,Medium,Medium,Public,Positive,3,No,College,Female"
"2116,Medium,Medium,Yes,6,Low,Yes,Low,Medium,Public,Positive,1,No,College,Male"
"2117,High,High,No,7,Medium,Yes,Medium,Medium,Public,Neutral,4,No,,Female"
"2118,Low,Medium,No,8,Low,Yes,Low,High,Public,Neutral,3,Yes,Postgraduate,Female"
"2119,Medium,Medium,Yes,4,High,Yes,Medium,Medium,Public,Neutral,3,No,College,Male"
"2120,Medium,Medium,No,8,Medium,Yes,Medium,High,Public,Positive,4,No,High School,Male"
"2121,Medium,Medium,Yes,6,High,Yes,Medium,High,Public,Negative,3,No,High School,Male"
"2122,Medium,Medium,Yes,5,Medium,No,Low,Low,Public,Positive,4,No,High School,Male"
"2123,Medium,Medium,No,8,Low,Yes,Medium,Medium,Private,Positive,3,No,High School,Male"
"2124,Medium,High,Yes,9,High,Yes,Low,High,Private,Negative,2,No,Postgraduate,Male"
"2125,Medium,Low,Yes,7,Medium,Yes,Low,High,Public,Negative,2,No,High School,Male"
"2126,Low,Low,Yes,5,Medium,Yes,Low,Medium,Public,Neutral,4,No,Postgraduate,Male"
"2127,High,Low,Yes,6,Medium,Yes,Low,Medium,Public,Positive,1,No,College,Female"
"2128,Medium,Medium,Yes,6,Low,No,Low,High,Public,Positive,2,No,High School,Male"
"2129,Medium,Medium,No,7,Medium,Yes,Low,Medium,Private,Neutral,2,No,Postgraduate,Male"
"2130,Medium,Low,Yes,7,Medium,Yes,Medium,High,Private,Neutral,2,No,Postgraduate,Male"
"2131,High,Medium,No,8,High,Yes,Low,Low,Public,Positive,3,No,High School,Male"
"2132,Medium,Medium,No,8,Low,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"2133,High,High,Yes,8,Medium,Yes,Low,High,Public,Negative,2,No,Postgraduate,Female"
"2134,Medium,High,No,8,High,Yes,Low,High,Public,Positive,2,Yes,High School,Female"
"2135,Medium,Medium,Yes,7,Low,Yes,High,Medium,Private,Neutral,4,No,College,Male"
"2136,Medium,Low,Yes,10,Low,Yes,Medium,Medium,Public,Neutral,3,Yes,Postgraduate,Female"
"2137,Medium,Low,Yes,8,Low,Yes,Medium,Medium,Private,Negative,4,Yes,High School,Male"
"2138,Medium,High,Yes,8,Medium,Yes,Medium,High,Private,Positive,2,No,Postgraduate,Female"
"2139,Medium,Medium,No,10,Medium,Yes,Low,Low,Public,Positive,3,No,Postgraduate,Female"
"2140,Medium,Low,Yes,7,High,Yes,Medium,Low,Public,Positive,4,Yes,High School,Male"
"2141,Medium,Medium,No,6,Medium,Yes,Low,Medium,Private,Negative,3,No,College,Female"
"2142,High,High,No,9,Medium,Yes,Low,Medium,Public,Negative,2,No,High School,Female"
"2143,Medium,Medium,Yes,9,High,No,Medium,Medium,Public,Neutral,3,Yes,College,Female"
"2144,Medium,Medium,No,7,Low,Yes,Low,High,Private,Positive,3,No,College,Female"
"2145,High,Medium,No,10,Medium,Yes,Low,Medium,Public,Negative,3,No,College,Female"
"2146,Medium,Medium,No,7,Medium,Yes,Low,Medium,Public,Positive,4,No,College,Female"
"2147,Low,High,Yes,8,Low,Yes,Low,High,Public,Positive,2,No,College,Female"
"2148,High,High,Yes,9,High,Yes,Medium,Low,Public,Neutral,3,No,College,Female"
"2149,Medium,High,Yes,7,Medium,Yes,Medium,Low,Private,Positive,3,No,College,Female"
"2150,High,Medium,No,8,High,No,Low,Low,Public,Neutral,4,No,High School,Female"
"2151,Low,Medium,Yes,9,High,Yes,Medium,High,Public,Neutral,3,Yes,High School,Male"
"2152,Low,Medium,No,6,Medium,Yes,High,High,Public,Negative,2,No,College,Male"
"2153,Low,Medium,No,6,High,No,Low,High,Private,Neutral,2,No,College,Male"
"2154,Medium,High,Yes,9,Medium,Yes,Low,Medium,Private,Negative,2,No,High School,Male"
"2155,Low,Medium,Yes,7,High,Yes,Medium,Medium,Private,Positive,2,No,College,Male"
"2156,Low,Medium,No,6,Low,Yes,Medium,Medium,Private,Neutral,3,No,Postgraduate,Female"
"2157,High,High,Yes,7,Low,Yes,Low,Medium,Private,Neutral,1,No,College,Female"
"2158,High,High,Yes,8,Low,Yes,Low,High,Public,Positive,3,No,College,Female"
"2159,High,Medium,Yes,5,Low,No,Medium,Low,Private,Negative,2,No,College,Male"
"2160,High,Low,Yes,8,Medium,Yes,Low,Medium,Public,Negative,4,No,College,Female"
"2161,Medium,Medium,Yes,8,Low,Yes,High,Medium,Private,Neutral,3,No,High School,Female"
"2162,High,High,Yes,9,Low,Yes,Low,High,Public,Neutral,3,No,High School,Female"
"2163,Medium,Medium,Yes,7,Low,Yes,Medium,High,Public,Neutral,2,No,College,Male"
"2164,Medium,High,Yes,9,Medium,Yes,Low,High,Public,Positive,2,No,High School,Male"
"2165,High,Low,Yes,7,Low,Yes,Medium,Low,Public,Positive,3,No,High School,Female"
"2166,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Private,Neutral,3,No,High School,Male"
"2167,High,Medium,No,7,Low,Yes,Low,Medium,Public,Neutral,3,Yes,High School,Female"
"2168,Medium,Medium,Yes,10,Medium,Yes,Medium,High,Public,Neutral,2,No,High School,Female"
"2169,Low,High,Yes,5,Low,No,Low,Low,Public,Positive,2,No,High School,Female"
"2170,Low,Medium,No,8,Low,Yes,High,High,Private,Positive,3,Yes,High School,Female"
"2171,Low,Medium,Yes,7,Medium,Yes,High,Medium,Private,Negative,3,No,High School,Female"
"2172,High,Medium,Yes,7,High,No,High,High,Public,Negative,2,No,College,Female"
"2173,High,High,No,8,Medium,Yes,High,Medium,Public,Positive,3,No,College,Male"
"2174,Medium,Medium,Yes,9,High,Yes,Medium,High,Public,Positive,5,No,College,Male"
"2175,Medium,High,No,8,Medium,Yes,Low,Medium,Private,Positive,3,No,College,Male"
"2176,Medium,Low,No,9,Medium,Yes,Low,Medium,Public,Negative,3,No,High School,Male"
"2177,High,Medium,Yes,7,High,Yes,High,Medium,Public,Positive,3,No,College,Male"
"2178,Medium,Low,Yes,7,Medium,Yes,Low,High,Public,Negative,3,No,College,Male"
"2179,High,Low,Yes,5,Low,Yes,Low,High,Public,Positive,5,No,College,Female"
"2180,Medium,Medium,Yes,10,High,Yes,Medium,Medium,Public,Neutral,2,No,College,Male"
"2181,High,High,No,7,Low,Yes,Low,High,Private,Negative,3,No,College,Male"
"2182,Medium,Low,Yes,7,Medium,Yes,Medium,High,Public,Positive,3,No,High School,Female"
"2183,Medium,Medium,Yes,8,Low,Yes,Medium,High,Public,Positive,2,No,Postgraduate,Female"
"2184,Medium,Medium,Yes,9,Low,Yes,High,High,Private,Neutral,3,No,High School,Female"
"2185,High,Medium,Yes,6,Medium,Yes,Low,High,Public,Neutral,1,No,High School,Female"
"2186,High,High,Yes,9,Low,Yes,Low,High,Private,Neutral,4,No,High School,Male"
"2187,Medium,High,Yes,7,High,No,Medium,Low,Private,Neutral,3,No,College,Male"
"2188,Medium,Low,No,9,Medium,Yes,Low,Medium,Private,Neutral,3,No,Postgraduate,Male"
"2189,High,Medium,Yes,6,Medium,Yes,Low,Medium,Private,Neutral,3,No,,Male"
"2190,High,Medium,Yes,8,Medium,Yes,Medium,Medium,Public,Positive,1,No,Postgraduate,Male"
"2191,Medium,Medium,Yes,7,Medium,Yes,Low,High,Public,Positive,4,No,Postgraduate,Female"
"2192,Low,Medium,Yes,5,Medium,Yes,Low,Medium,Private,Neutral,3,No,Postgraduate,Male"
"2193,Low,High,Yes,5,Medium,Yes,Low,High,Public,Positive,3,No,College,Male"
"2194,High,Medium,Yes,6,High,Yes,Low,Low,Private,Positive,4,Yes,College,Male"
"2195,Low,Medium,Yes,8,High,Yes,Medium,Low,Public,Negative,5,No,High School,Female"
"2196,Medium,Medium,Yes,4,Low,Yes,Low,High,Private,Neutral,5,No,High School,Male"
"2197,Medium,Medium,Yes,8,High,Yes,Medium,Medium,Public,Neutral,5,No,Postgraduate,Male"
"2198,Medium,Medium,No,7,Medium,Yes,High,High,Public,Neutral,2,No,High School,Male"
"2199,Medium,Medium,Yes,4,High,Yes,High,Medium,Private,Neutral,3,No,High School,Male"
"2200,Medium,High,No,6,Medium,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"2201,Medium,Medium,Yes,6,Medium,Yes,Medium,High,Public,Positive,3,No,High School,Male"
"2202,High,Medium,No,7,Low,Yes,Medium,High,Private,Negative,4,No,College,Male"
"2203,High,High,Yes,9,Medium,Yes,Low,Medium,Private,Positive,2,No,Postgraduate,Female"
"2204,Low,High,Yes,9,Medium,Yes,Low,Medium,Public,Neutral,2,Yes,High School,Male"
"2205,Low,Medium,No,6,Medium,Yes,High,Medium,Public,Neutral,3,No,College,Female"
"2206,Medium,Medium,No,6,Medium,Yes,Medium,Medium,Private,Negative,3,No,College,Male"
"2207,High,High,No,5,Medium,Yes,Medium,High,Public,Neutral,3,No,College,Male"
"2208,High,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"2209,High,Medium,Yes,6,High,Yes,Low,Medium,Private,Negative,4,No,College,Male"
"2210,High,Low,Yes,7,High,No,Low,Medium,Private,Negative,4,Yes,College,Male"
"2211,Medium,High,No,7,Medium,Yes,Medium,High,Private,Neutral,4,No,High School,Male"
"2212,Low,Low,No,6,High,No,Low,High,Private,Positive,3,Yes,High School,Female"
"2213,Medium,Low,Yes,6,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"2214,High,Medium,No,6,Medium,Yes,Low,Medium,Public,Neutral,3,No,College,Female"
"2215,Medium,High,Yes,6,Low,Yes,High,Medium,Public,Neutral,4,No,Postgraduate,Male"
"2216,High,Medium,Yes,9,High,Yes,Medium,Medium,Public,Neutral,2,No,High School,Female"
"2217,High,High,Yes,8,Medium,Yes,Low,High,Private,Neutral,4,No,College,Male"
"2218,High,Medium,Yes,8,Low,Yes,Low,Medium,Private,Positive,3,No,Postgraduate,Female"
"2219,Low,Medium,Yes,9,Medium,Yes,Medium,High,Public,Negative,6,Yes,Postgraduate,Male"
"2220,Low,High,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,2,No,Postgraduate,Male"
"2221,High,Low,Yes,9,High,Yes,Medium,High,Public,Neutral,2,No,High School,Female"
"2222,Low,High,Yes,8,Medium,Yes,High,Medium,Public,Neutral,5,No,High School,Female"
"2223,Low,High,No,7,Medium,Yes,High,High,Public,Neutral,2,No,College,Male"
"2224,High,High,Yes,6,Medium,Yes,High,Medium,Public,Neutral,3,No,College,Male"
"2225,High,High,Yes,6,Medium,No,Low,,Public,Positive,1,No,Postgraduate,Male"
"2226,Medium,High,Yes,8,Low,Yes,Low,Medium,Private,Negative,3,No,College,Female"
"2227,High,Medium,No,7,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Female"
"2228,Low,Medium,Yes,5,High,Yes,Medium,Medium,Private,Neutral,3,No,College,Female"
"2229,Medium,Medium,No,4,Low,Yes,Low,Medium,Public,Positive,3,No,College,Male"
"2230,Medium,Low,Yes,10,High,Yes,Low,Medium,Public,Neutral,3,No,Postgraduate,Male"
"2231,High,High,Yes,6,Medium,Yes,Low,Medium,Private,Negative,4,Yes,High School,Female"
"2232,Low,Low,Yes,6,Low,Yes,Medium,High,Public,Positive,4,No,High School,Male"
"2233,Medium,Low,Yes,9,Low,Yes,Low,High,Private,Positive,3,No,High School,Male"
"2234,Medium,High,Yes,5,Low,Yes,Low,Medium,Public,Neutral,4,No,High School,Male"
"2235,High,High,Yes,8,Medium,Yes,Medium,Medium,Private,Positive,4,No,Postgraduate,Female"
