"Id,Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Gender"
"1523,19,64,62,8,0,4,61,Low,Medium,No,Medium,Yes,High,Medium,Public,Positive,Yes,College,Male"
"1524,14,84,70,8,1,5,67,Medium,Medium,Yes,Medium,Yes,Low,High,Public,Neutral,No,College,Male"
"1525,18,78,73,6,1,2,65,Medium,Low,No,Medium,Yes,High,High,Public,Positive,No,High School,Female"
"1526,27,98,93,6,5,3,98,Low,Medium,Yes,Low,No,High,High,Public,Positive,No,High School,Female"
"1527,31,65,71,7,1,4,65,Medium,Low,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"1528,29,68,89,4,0,4,67,Medium,Medium,No,Medium,Yes,Medium,Medium,Private,Neutral,Yes,College,Male"
"1529,17,61,58,7,2,3,61,Medium,High,Yes,Low,Yes,Low,Medium,Public,Positive,Yes,High School,Female"
"1530,13,77,70,6,3,4,64,Medium,Medium,No,Medium,Yes,Medium,High,Public,Neutral,Yes,High School,Male"
"1531,21,71,58,7,1,3,64,High,Low,No,High,Yes,Medium,High,Public,Positive,Yes,College,Female"
"1532,9,95,97,7,1,2,67,Medium,Medium,Yes,Medium,Yes,Low,Low,Public,Neutral,No,College,Male"
"1533,22,84,59,5,0,3,69,Medium,Medium,Yes,Medium,Yes,High,High,Private,Positive,No,College,Female"
"1534,19,85,71,9,1,2,69,High,Medium,Yes,Low,Yes,Medium,High,Public,Positive,No,Postgraduate,Female"
"1535,17,81,54,7,4,3,67,High,Medium,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Female"
"1536,10,64,96,8,1,3,62,Medium,High,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"1537,23,78,81,7,0,1,66,Low,High,No,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"1538,17,100,98,8,0,4,72,High,Medium,No,Low,Yes,Medium,High,Public,Positive,No,College,Male"
"1539,13,93,52,5,2,3,67,Medium,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,No,College,Female"
"1540,3,96,59,9,2,3,66,High,High,Yes,Medium,Yes,Low,Medium,Public,Negative,No,College,Female"
"1541,20,93,69,8,2,4,67,Low,Low,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"1542,31,64,81,7,1,4,67,High,Low,Yes,Low,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"1543,30,69,66,7,0,4,68,Medium,Medium,Yes,Medium,Yes,Medium,Low,Public,Positive,No,Postgraduate,Female"
"1544,17,60,86,9,0,2,63,High,Medium,Yes,Medium,Yes,Low,High,Public,Positive,No,High School,Male"
"1545,16,72,58,6,1,2,62,Medium,High,No,Low,Yes,Medium,Medium,Public,Negative,No,High School,Male"
"1546,23,64,80,5,3,2,65,High,Medium,Yes,Low,Yes,Medium,High,Public,Negative,Yes,College,Female"
"1547,14,79,70,6,1,6,65,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,College,Male"
"1548,22,87,75,7,0,2,70,Medium,High,Yes,Medium,Yes,Medium,High,Public,Positive,Yes,College,Female"
"1549,25,95,78,7,7,4,73,Low,Medium,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Male"
"1550,27,90,53,9,1,2,73,High,Medium,Yes,Medium,Yes,Medium,High,Public,Positive,No,Postgraduate,Female"
"1551,19,98,96,6,2,2,68,Medium,Low,Yes,Medium,No,Low,Medium,Private,Negative,No,High School,Male"
"1552,19,62,89,6,3,1,63,Medium,Low,No,High,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"1553,15,60,72,5,2,2,62,Medium,Low,Yes,High,Yes,High,High,Public,Positive,No,High School,Male"
"1554,15,86,77,8,0,3,69,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,Postgraduate,Male"
"1555,19,72,52,5,2,3,66,Medium,High,No,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"1556,22,70,75,8,0,3,68,Medium,High,Yes,High,Yes,Medium,Medium,Private,Positive,No,Postgraduate,Male"
"1557,25,73,71,6,0,3,67,High,Medium,Yes,Low,Yes,Low,Medium,Private,Positive,No,College,Female"
"1558,15,71,69,6,2,4,65,High,High,Yes,Low,Yes,Low,High,Private,Negative,No,College,Female"
"1559,29,80,91,10,1,3,70,Low,Medium,Yes,High,No,High,Medium,Public,Positive,No,College,Male"
"1560,18,78,59,9,0,1,64,Low,Medium,Yes,High,No,High,High,Private,Positive,No,High School,Female"
"1561,20,80,59,7,2,3,65,Low,Low,Yes,High,Yes,Medium,High,Private,Neutral,No,High School,Male"
"1562,16,87,76,5,1,2,67,Medium,Medium,No,High,Yes,Low,High,Private,Neutral,No,Postgraduate,Female"
"1563,5,75,84,10,0,4,62,Medium,Low,Yes,Medium,Yes,High,Medium,Private,Neutral,No,Postgraduate,Female"
"1564,25,70,51,7,3,4,66,Medium,Medium,Yes,High,Yes,Low,Medium,Public,Positive,No,High School,Male"
"1565,24,67,77,7,0,2,68,High,High,Yes,Low,Yes,High,Medium,Public,Positive,No,College,Female"
"1566,18,74,65,8,0,4,64,Medium,Low,No,High,Yes,Medium,High,Public,Positive,No,College,Female"
"1567,20,90,88,4,3,3,69,High,Low,No,Medium,Yes,Low,Medium,Public,Negative,No,High School,Male"
"1568,23,90,73,6,1,2,69,Medium,Medium,Yes,Low,No,High,Medium,Private,Positive,No,High School,Female"
"1569,11,87,92,7,1,5,67,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"1570,17,69,70,7,0,3,61,Medium,Medium,Yes,Low,Yes,Low,High,Public,Neutral,Yes,College,Male"
"1571,25,84,91,5,1,4,70,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,Yes,Postgraduate,Female"
"1572,12,83,86,7,1,4,65,Low,Medium,Yes,Low,Yes,High,Medium,Public,Negative,No,College,Female"
"1573,22,79,91,7,0,4,66,Medium,Medium,Yes,Low,Yes,Low,Medium,Public,Positive,Yes,College,Male"
"1574,12,82,91,10,3,3,66,Low,Medium,Yes,Medium,Yes,Low,Medium,Public,Negative,No,Postgraduate,Male"
"1575,23,80,74,9,4,3,69,Medium,High,Yes,Medium,Yes,Medium,Medium,Public,Negative,No,High School,Male"
"1576,20,83,68,7,1,1,67,Medium,Medium,Yes,High,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"1577,10,89,88,7,2,2,71,High,High,Yes,Medium,Yes,High,Medium,Private,Positive,No,Postgraduate,Female"
"1578,27,64,68,9,1,4,68,High,High,Yes,High,Yes,Low,High,Private,Neutral,No,High School,Male"
"1579,16,90,54,7,2,3,67,Medium,Medium,No,High,No,Medium,Medium,Public,Positive,No,High School,Female"
"1580,15,65,93,5,2,4,63,High,Medium,No,Low,Yes,Low,Medium,Public,Neutral,Yes,High School,Female"
"1581,21,63,70,10,1,2,64,Medium,Medium,No,Low,Yes,High,High,Private,Positive,No,College,Female"
"1582,27,99,57,6,3,3,73,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,College,Male"
"1583,14,98,82,10,1,3,69,Medium,Medium,Yes,High,Yes,Low,Medium,Private,Positive,No,High School,Male"
"1584,20,62,94,8,1,3,65,High,Low,No,High,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"1585,23,78,93,6,0,5,70,High,Low,Yes,Medium,Yes,Medium,High,Private,Positive,No,Postgraduate,Male"
"1586,24,67,78,4,1,2,67,High,Medium,Yes,Low,Yes,Low,High,Public,Positive,No,High School,Female"
"1587,21,79,54,8,3,3,67,Medium,Low,Yes,High,Yes,Low,Medium,Public,Positive,No,Postgraduate,Female"
"1588,18,93,85,5,0,3,70,Medium,High,Yes,Medium,Yes,Low,Medium,Public,Positive,No,High School,Male"
"1589,15,98,80,8,2,2,69,High,Low,No,Low,No,High,High,Public,Negative,No,Postgraduate,Female"
"1590,21,85,61,10,2,2,68,High,Medium,No,High,Yes,Medium,Medium,Public,Neutral,Yes,High School,Male"
"1591,14,74,95,5,1,3,66,Medium,High,No,High,Yes,Low,High,Public,Positive,Yes,College,Male"
"1592,2,84,54,8,3,4,62,Low,High,No,Low,Yes,Low,Low,Public,Positive,No,,Male"
"1593,23,72,69,6,2,4,67,Medium,Medium,Yes,Low,Yes,High,Medium,Public,Positive,No,High School,Male"
"1594,25,96,55,9,2,4,71,Medium,Low,Yes,High,Yes,Medium,High,Public,Neutral,No,High School,Male"
"1595,6,95,96,7,4,2,68,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Female"
"1596,14,82,52,7,3,2,66,High,Medium,Yes,High,Yes,Low,Medium,Public,Negative,No,High School,Female"
"1597,24,73,71,9,0,3,64,Low,Medium,Yes,High,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"1598,32,72,93,8,1,4,71,High,Medium,Yes,Low,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Female"
"1599,20,61,63,6,1,4,61,Low,Low,Yes,Medium,Yes,Medium,High,Public,Positive,No,College,Male"
"1600,16,93,55,10,2,2,67,Medium,High,No,Medium,No,Low,Medium,Public,Neutral,No,College,Male"
"1601,19,78,56,5,3,4,65,Medium,Low,Yes,Low,Yes,High,Medium,Public,Neutral,No,College,Female"
"1602,28,73,70,7,0,6,66,High,Medium,Yes,Low,No,Low,Medium,Private,Negative,No,College,Female"
"1603,16,79,71,6,2,4,68,High,High,Yes,Medium,Yes,Low,High,Public,Neutral,No,High School,Female"
"1604,15,93,86,5,0,2,66,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,College,Male"
"1605,17,65,62,5,2,4,63,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"1606,14,94,85,7,1,3,66,Low,Low,Yes,Low,Yes,High,Medium,Public,Neutral,No,High School,Female"
"1607,21,96,100,8,1,2,73,Medium,High,No,Medium,Yes,High,Medium,Private,Positive,No,College,Female"
"1608,30,98,93,9,1,3,88,Medium,Low,Yes,Medium,Yes,Low,Low,Private,Positive,No,High School,Male"
"1609,22,76,82,9,0,4,67,Medium,Medium,No,High,Yes,Medium,High,Private,Neutral,No,High School,Male"
"1610,18,69,97,7,2,2,69,High,High,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Female"
"1611,18,75,100,6,2,3,67,Medium,Low,Yes,High,Yes,Low,Medium,Public,Positive,No,High School,Female"
"1612,11,73,79,9,1,2,64,Medium,High,Yes,Medium,Yes,Low,High,Public,Neutral,No,High School,Male"
"1613,25,67,64,6,0,2,64,Medium,High,Yes,Medium,No,Low,Medium,Public,Neutral,No,High School,Male"
"1614,20,84,96,5,1,2,65,Low,Medium,No,Low,Yes,Low,Medium,Public,Negative,No,High School,Male"
"1615,19,79,92,8,1,2,68,Medium,Medium,No,High,Yes,Medium,High,Public,Positive,No,High School,Male"
"1616,39,95,54,9,2,3,77,Medium,High,Yes,High,Yes,Medium,Medium,Private,Positive,No,High School,Male"
"1617,22,61,97,6,0,2,63,Medium,Medium,Yes,High,Yes,Low,High,Public,Negative,Yes,High School,Male"
"1618,15,86,68,10,0,5,69,High,High,Yes,Medium,Yes,High,Medium,Public,Neutral,No,College,Male"
"1619,17,91,66,8,3,2,69,Medium,Medium,Yes,Medium,Yes,Medium,Low,Public,Positive,No,College,Male"
"1620,27,90,67,8,2,3,70,Medium,Low,No,Medium,Yes,Medium,Medium,Public,Negative,No,Postgraduate,Male"
"1621,21,95,66,6,1,4,73,High,Medium,Yes,High,Yes,Medium,High,Public,Positive,No,College,Male"
"1622,11,89,76,9,1,3,66,Medium,Low,Yes,Medium,Yes,Medium,High,Public,Neutral,No,Postgraduate,Male"
"1623,26,97,79,5,2,3,71,Medium,Low,No,High,Yes,Low,Low,Private,Positive,No,High School,Female"
"1624,16,73,71,6,2,5,66,Medium,Low,Yes,Medium,Yes,High,High,Public,Positive,No,College,Male"
"1625,31,80,71,6,2,3,71,Medium,Medium,Yes,High,Yes,Low,High,Public,Neutral,No,High School,Female"
"1626,26,61,87,5,3,2,66,Medium,Low,Yes,Medium,Yes,High,High,Public,Positive,Yes,High School,Male"
"1627,17,60,50,8,0,4,63,Medium,High,Yes,High,Yes,Low,High,Public,Positive,No,High School,Female"
"1628,28,70,97,8,5,5,70,High,High,Yes,Medium,Yes,Low,Low,Public,Negative,Yes,High School,Male"
"1629,20,64,86,8,1,2,66,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"1630,25,70,85,7,1,4,66,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Negative,No,High School,Male"
"1631,23,67,71,8,2,4,66,Medium,Medium,No,High,Yes,Medium,Medium,Public,Neutral,No,College,Female"
"1632,15,61,98,7,1,3,62,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"1633,16,96,50,6,1,3,69,Medium,Medium,No,High,Yes,Medium,High,Public,Positive,No,College,Male"
"1634,26,60,54,6,1,1,63,Low,High,Yes,Low,Yes,Low,Medium,Private,Positive,No,Postgraduate,Male"
"1635,18,89,90,4,1,2,68,Medium,Low,Yes,Low,Yes,High,Medium,Public,Positive,Yes,Postgraduate,Female"
"1636,18,66,87,9,1,3,64,Medium,High,No,Medium,Yes,Medium,Low,Private,Positive,No,High School,Male"
"1637,14,96,64,9,2,3,69,Low,High,Yes,High,Yes,Low,High,Public,Neutral,No,Postgraduate,Male"
"1638,23,96,80,10,3,3,71,Low,Medium,Yes,Low,Yes,Low,High,Public,Positive,No,High School,Male"
"1639,32,86,77,6,2,4,71,Medium,Medium,Yes,Medium,No,Medium,Low,Private,Negative,No,High School,Male"
"1640,14,87,76,6,1,4,66,Medium,Medium,No,Medium,Yes,Low,Medium,Private,Positive,No,College,Female"
"1641,20,60,80,4,2,3,63,Medium,Medium,Yes,Low,Yes,High,Medium,Private,Positive,Yes,College,Male"
"1642,28,99,100,8,0,2,72,Low,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"1643,20,95,99,8,1,3,70,Medium,Medium,Yes,Low,No,Low,Medium,Private,Neutral,No,College,Female"
"1644,23,96,99,9,0,2,71,Medium,Low,No,Medium,Yes,High,Medium,Private,Neutral,No,College,Female"
"1645,14,86,77,6,3,3,65,Low,Low,Yes,Medium,Yes,High,Medium,Private,Neutral,No,High School,Male"
"1646,23,74,66,8,0,4,65,Medium,Low,Yes,Low,Yes,High,Medium,Public,Negative,No,Postgraduate,Female"
"1647,19,96,78,6,1,2,67,Low,Medium,No,High,Yes,Low,Low,Public,Positive,No,High School,Male"
"1648,26,72,81,9,0,3,68,High,Medium,No,High,Yes,Medium,High,Public,Neutral,No,High School,Male"
"1649,27,83,66,8,3,4,70,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Female"
"1650,36,64,82,5,2,2,70,Medium,Medium,Yes,Medium,Yes,Medium,High,Private,Positive,No,High School,Female"
"1651,23,97,81,7,2,3,72,Low,High,Yes,Low,Yes,Medium,High,Public,Neutral,No,High School,Male"
"1652,22,66,95,4,1,5,65,Medium,High,No,Medium,Yes,Low,Low,Public,Neutral,No,College,Male"
"1653,21,69,62,5,2,3,65,Medium,Medium,Yes,High,Yes,Low,Medium,Public,Positive,No,High School,Male"
"1654,18,82,85,5,3,4,71,High,Medium,Yes,High,Yes,Medium,High,Private,Neutral,No,Postgraduate,Male"
"1655,22,91,73,6,3,4,74,High,High,Yes,Low,Yes,High,Medium,Public,Positive,No,Postgraduate,Male"
"1656,18,85,56,7,0,4,64,Low,Medium,No,Low,Yes,Low,Medium,Private,Positive,No,High School,Male"
"1657,21,69,66,7,1,4,64,Medium,Medium,No,High,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"1658,28,60,53,7,3,3,65,Medium,High,Yes,Low,Yes,Low,Medium,Private,Neutral,No,High School,Female"
"1659,14,90,66,7,1,5,67,Low,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"1660,27,99,53,7,2,3,73,High,Medium,No,Low,Yes,Low,High,Public,Neutral,No,College,Male"
"1661,28,92,96,5,1,3,72,Low,High,No,High,Yes,Medium,Low,Public,Neutral,No,College,Male"
"1662,19,78,55,7,0,3,65,Medium,Medium,No,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"1663,7,96,91,9,0,4,67,Medium,High,No,Medium,Yes,Low,Medium,Public,Neutral,No,College,Male"
"1664,16,76,95,7,2,3,66,Medium,Medium,Yes,Low,Yes,Medium,Medium,Public,Negative,No,High School,Female"
"1665,28,81,73,8,0,3,70,High,Medium,Yes,Low,Yes,Medium,High,Public,Negative,No,Postgraduate,Male"
"1666,20,79,53,8,2,3,66,High,Medium,No,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"1667,14,78,80,8,1,1,66,High,High,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"1668,17,91,62,7,3,3,68,Medium,Low,Yes,Low,Yes,High,Medium,Public,Negative,No,Postgraduate,Male"
"1669,25,81,59,8,3,4,68,Low,Medium,Yes,Low,Yes,Low,Medium,Public,Positive,No,College,Male"
"1670,23,73,78,8,0,4,67,High,High,No,Low,Yes,High,Medium,Public,Neutral,No,High School,Female"
"1671,19,70,68,8,1,3,65,High,Medium,Yes,High,No,Low,Medium,Public,Positive,No,College,Female"
"1672,18,62,87,8,4,4,64,Medium,Low,Yes,Medium,Yes,Low,Medium,Public,Positive,No,College,Female"
"1673,18,83,80,5,1,2,70,High,Medium,No,High,Yes,High,High,Public,Positive,No,College,Male"
"1674,14,69,91,5,0,3,63,Low,Medium,No,Medium,Yes,High,Medium,Public,Positive,No,College,Male"
"1675,30,66,53,6,2,2,65,Medium,High,No,Low,No,Low,Medium,Public,Positive,No,High School,Male"
"1676,18,86,62,9,4,2,67,Low,Medium,Yes,Medium,Yes,Medium,Medium,Public,Negative,Yes,Postgraduate,Female"
"1677,27,87,78,7,3,5,71,Medium,Medium,Yes,Low,Yes,Low,Medium,Private,Negative,No,High School,Female"
"1678,29,90,94,7,1,4,73,High,Medium,Yes,Medium,Yes,Low,Low,Private,Neutral,No,High School,Female"
"1679,26,80,91,4,1,3,67,Medium,Medium,No,Low,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"1680,17,96,84,7,2,3,72,High,Medium,Yes,Medium,Yes,Low,High,Private,Positive,No,College,Female"
"1681,22,97,79,7,2,0,71,Medium,Medium,No,High,Yes,Medium,High,Public,Positive,No,High School,Male"
"1682,20,92,82,4,0,4,72,Medium,High,Yes,High,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"1683,15,85,61,7,1,3,68,High,High,Yes,Medium,Yes,Medium,High,Public,Negative,No,High School,Male"
"1684,22,72,80,5,2,3,65,Low,Low,Yes,Medium,Yes,Low,High,Public,Neutral,No,College,Female"
"1685,13,99,75,6,1,4,68,High,Medium,No,Low,Yes,Medium,Medium,Public,Positive,Yes,College,Female"
"1686,27,71,69,8,1,4,67,Medium,Low,No,Medium,Yes,High,Medium,Public,Positive,No,College,Male"
"1687,17,68,94,7,1,4,66,Medium,Medium,No,High,Yes,High,Medium,Private,Neutral,No,College,Female"
"1688,21,78,91,6,0,1,64,Medium,Low,Yes,Medium,Yes,Medium,Low,Private,Neutral,Yes,High School,Male"
"1689,22,62,54,6,3,3,65,High,Medium,No,Medium,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Male"
"1690,18,99,99,6,0,3,69,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"1691,24,84,61,7,2,2,68,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"1692,17,82,61,5,3,4,69,High,High,No,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"1693,25,86,97,9,1,3,70,Medium,Medium,Yes,Low,Yes,High,Medium,Private,Neutral,No,High School,Male"
"1694,12,80,72,5,1,4,65,High,Medium,No,Medium,Yes,High,Medium,Private,Positive,Yes,High School,Female"
"1695,21,61,90,4,2,3,63,Medium,Medium,No,Low,Yes,Medium,Low,Public,Neutral,No,High School,Male"
"1696,32,84,64,8,1,3,71,Low,Medium,Yes,Medium,Yes,Low,High,Private,Positive,No,College,Female"
"1697,14,89,94,6,0,2,68,Medium,High,Yes,Low,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Male"
"1698,16,77,92,7,5,3,70,Medium,Medium,Yes,High,Yes,Low,High,Public,Positive,No,Postgraduate,Female"
"1699,23,90,76,8,2,3,72,Medium,High,Yes,High,Yes,Medium,Low,Public,Positive,No,High School,Female"
"1700,21,69,85,6,3,1,64,Medium,Medium,Yes,Medium,Yes,Low,Low,Public,Neutral,No,College,Female"
"1701,22,69,98,7,0,2,64,Low,Medium,No,Low,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"1702,23,66,73,8,2,2,66,Medium,Low,Yes,High,Yes,High,Medium,Public,Positive,No,College,Female"
"1703,24,75,75,9,0,3,69,Medium,High,Yes,High,Yes,Medium,High,Public,Positive,No,College,Male"
"1704,27,94,86,6,2,2,71,Medium,Low,No,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"1705,22,93,69,6,0,3,69,Medium,High,Yes,High,Yes,High,Low,Public,Negative,Yes,High School,Male"
"1706,19,75,98,8,1,3,67,High,Medium,No,Low,Yes,Low,Medium,Public,Neutral,No,Postgraduate,Male"
"1707,24,84,52,7,0,3,66,Low,Medium,Yes,Medium,Yes,Low,High,Public,Neutral,No,High School,Male"
"1708,31,89,70,7,2,2,71,Medium,Medium,No,Medium,Yes,Low,High,Public,Positive,No,High School,Female"
"1709,19,70,86,9,2,2,63,Medium,Low,Yes,Low,Yes,High,Medium,Public,Neutral,Yes,High School,Male"
"1710,14,67,71,4,0,4,62,Medium,Low,No,Medium,Yes,High,Medium,Public,Neutral,No,College,Female"
"1711,27,99,63,5,0,4,73,Medium,High,No,Medium,Yes,Medium,High,Public,Neutral,No,High School,Female"
"1712,19,85,71,4,1,3,66,High,Medium,No,Low,Yes,Medium,High,Public,Negative,No,High School,Female"
"1713,7,99,94,9,3,2,72,High,Medium,Yes,Medium,Yes,High,High,Public,Positive,No,Postgraduate,Male"
"1714,25,74,77,8,1,2,67,High,Low,Yes,Low,Yes,Low,Medium,Public,Neutral,No,Postgraduate,Female"
"1715,17,88,67,5,0,3,65,Low,Low,No,Medium,No,Medium,High,Public,Neutral,No,Postgraduate,Male"
"1716,19,69,84,7,2,4,66,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"1717,22,70,81,7,3,2,68,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Female"
"1718,21,80,78,4,1,4,69,Medium,High,Yes,Medium,Yes,Medium,High,Private,Neutral,No,High School,Female"
"1719,24,73,70,7,0,3,68,High,Medium,Yes,Medium,Yes,High,Medium,Public,Negative,No,Postgraduate,Female"
"1720,17,67,54,5,0,2,61,Medium,High,Yes,Medium,Yes,Low,Medium,Public,Negative,No,High School,Male"
"1721,23,71,81,8,3,2,68,High,Low,Yes,Medium,Yes,Medium,High,Private,Positive,No,High School,Male"
"1722,18,61,71,5,3,3,64,High,Low,Yes,Low,Yes,High,High,Private,Neutral,No,College,Male"
"1723,24,88,71,7,1,3,67,Medium,Low,Yes,Low,No,Low,High,Public,Neutral,No,College,Male"
"1724,24,80,62,9,3,3,68,Low,High,Yes,High,Yes,High,Low,Public,Neutral,No,High School,Male"
"1725,14,64,62,8,1,4,61,Medium,High,No,Low,Yes,Medium,High,Public,Positive,Yes,High School,Male"
"1726,27,67,89,8,1,3,66,High,Low,No,Low,Yes,Low,Low,Public,Positive,No,Postgraduate,Female"
"1727,17,64,74,7,2,2,64,High,Low,Yes,Low,Yes,Medium,Low,Public,Positive,No,Postgraduate,Female"
"1728,25,85,55,5,3,3,67,Low,Medium,No,Low,Yes,High,Medium,Public,Negative,No,High School,Female"
"1729,22,64,52,6,2,4,64,Medium,High,No,Low,Yes,High,Medium,Private,Negative,No,College,Female"
"1730,31,90,61,7,0,3,72,High,High,No,Low,Yes,Low,Medium,Public,Positive,No,High School,Male"
"1731,19,61,74,7,2,3,62,Medium,Medium,No,Low,Yes,High,Medium,Public,Negative,No,Postgraduate,Male"
"1732,18,70,81,5,2,2,63,High,Medium,Yes,Low,Yes,Low,Medium,Private,Negative,No,High School,Female"
"1733,20,96,57,8,1,4,70,High,High,No,Low,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"1734,18,89,72,5,3,3,69,High,Medium,No,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"1735,25,63,54,9,3,2,64,Low,Medium,Yes,Medium,Yes,Medium,Low,Public,Positive,No,High School,Male"
"1736,10,93,52,7,2,3,66,Low,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,Postgraduate,Male"
"1737,14,80,93,8,3,4,67,Low,Medium,Yes,Medium,Yes,Low,High,Private,Positive,No,High School,Female"
"1738,14,94,83,8,4,5,71,High,High,Yes,Medium,Yes,Medium,Low,Public,Negative,Yes,Postgraduate,Female"
"1739,26,84,89,10,0,1,70,Medium,High,Yes,Medium,Yes,Low,High,Private,Positive,No,High School,Female"
"1740,30,87,59,7,2,3,69,Low,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"1741,19,100,66,6,0,3,68,Medium,Low,No,High,Yes,Low,Medium,Public,Neutral,No,,Male"
"1742,19,69,72,6,1,1,64,Medium,High,Yes,Medium,No,Low,Medium,Public,Neutral,No,College,Female"
"1743,20,85,83,9,3,3,70,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,Yes,College,Male"
"1744,27,78,77,5,0,3,69,High,Low,Yes,Medium,Yes,Medium,Low,Private,Neutral,No,Postgraduate,Male"
"1745,14,62,78,6,0,2,63,Medium,Medium,Yes,Medium,Yes,High,,Public,Positive,No,College,Female"
"1746,21,61,58,7,1,3,60,Low,Medium,No,Medium,Yes,Medium,Low,Public,Negative,No,High School,Female"
"1747,26,65,74,7,2,4,65,High,Low,No,Medium,Yes,Low,Medium,Public,Negative,No,High School,Female"
"1748,23,86,91,8,0,0,67,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,High School,Male"
"1749,21,83,75,5,1,4,66,Medium,Low,No,Low,Yes,Medium,Medium,Public,Negative,No,College,Male"
